type_category_name,type_family_name,type_type_name
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Side","300L x 300W x 200H mm (TYPE 3)"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Side","600L x 600W x 500H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Side","600L x 600W x 500H mm (TYPE 3)"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top","300L x 300W x 200H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top","300L x 300W x 200H mm (TYPE 3)"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top","600L x 600W x 500H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top","600L x 600W x 500H mm (TYPE 3)"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top1","300L x 300W x 300H (TYPE 3)"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top1","300L x 300W x No plenum (TYPE 3)"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top1","600L x 600W x 500H mm (TYPE 3)"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top1","600L x 600W x No plenum (TYPE 3)"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Side","300L x 300W x 200H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Side","300L x 300W x 344H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Side","600L x 600W x 500H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","200L x 200W x 200H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","200L x 200W x 200H mm (TYPE 3)"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","250L x 250W x 250H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","300L x 300W x 200H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","300L x 300W x 200H mm (TYPE 3)"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","300L x 300W x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","350L x 350W x 200H mm (TYPE 3)"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","600L x 600W x 200H mm (TYPE 3)"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","600L x 600W x 500H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Rect Connection_Top","300L x 300W (TYPE 3)"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Rect Connection_Top","600L x 600W (TYPE 3)"
"Air Terminals","AT_Supply Air_Ceiling Rect_Plenum Rect_Round Connection_Side",200
"Air Terminals","AT_Supply Air_Ceiling Rect_Plenum Rect_Round Connection_Side",250
"Air Terminals","AT_Supply Air_Ceiling Rect_Plenum Rect_Round Connection_Side",600x600
"Air Terminals","AT_Supply Air_Ceiling Rect_Plenum Rect_Round Connection_Side","600x600 120 Connection"
"Air Terminals","AT_Supply Air_Ceiling Rect_Plenum Rect_Round Connection_Side","600x600 300 Connection"
"Air Terminals","AT_Supply Air_Ceiling Rect_Plenum Rect_Round Connection_Side","600x600 350 Connection"
"Air Terminals","AT_Supply Air_Ceiling Rect_Plenum Rect_Round Connection_Side","600x600 400 Connection"
"Air Terminals","AT_Supply Air_Circ Bell Mouth_Round Connection",Standard
"Air Terminals","AT_Supply Air_Circ Bell Mouth_Round Connection1",Standard
"Air Terminals","AT_Supply Air_Circ Bell Mouth_Round Connection1","Standard 2"
"Air Terminals","AT_Supply Air_Circ Floor Grile","150Dia x 170H mm"
"Air Terminals","AT_Supply Air_Circ Floor Grile","200Dia x 170H mm"
"Air Terminals","AT_Supply Air_Circ Floor Grile_Plenum","150Dia x 170H mm"
"Air Terminals","AT_Supply Air_Circ Floor Grile_Plenum","200Dia x 170H mm"
"Air Terminals","AT_Supply Air_Grille_Circ Connection",Standard
"Air Terminals","AT_Supply Air_Grille_Circ Connection","TYPE 4"
"Air Terminals","AT_Supply Air_Grille_Circ Connection_Office Space","TYPE 4"
"Air Terminals","AT_Supply Air_Grille_Circ Connection_Service Zone Only","TYPE 4"
"Air Terminals","AT_Supply Air_Grille_Door Transfer","200 x 200"
"Air Terminals","AT_Supply Air_Grille_Door Transfer","250 x 250"
"Air Terminals","AT_Supply Air_Grille_Door Transfer","300 x 300"
"Air Terminals","AT_Supply Air_Grille_Door Transfer","400 x 300"
"Air Terminals","AT_Supply Air_Grille_Door Transfer","450 x 400"
"Air Terminals","AT_Supply Air_Grille_Door Transfer","500 x 450"
"Air Terminals","AT_Supply Air_Grille_Oval Connection",Standard
"Air Terminals","AT_Supply Air_Grille_Rect Connection",Standard
"Air Terminals","AT_Supply Air_Grille_Rect Connection","TYPE 4"
"Air Terminals","AT_Supply Air_Grille_Rect Connection1","TYPE 4"
"Air Terminals","AT_Supply Air_Grille_Rect Connection_Stair Pressurisation","TYPE 4"
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection","1.5m x 200Ã˜"
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection","1.5m x 300Ã˜"
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection","120W x 915L X 400H"
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection","120W x 915L X 450H"
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection","2m x 300Ã˜"
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection","50W x 915L X 270H (TYPE 2A) CONCOUSRE"
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection","50W x 915L X 270H (TYPE 4) CONCOUSRE"
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection","70W x 915L X 270H"
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection","70W x 915L X 300H"
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection","75W x 915L X 270H (TYPE 1A ) PLATFORM"
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection","75W x 915L X 270H (TYPE 1A) PLATFORM"
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection","75W x 915L X 270H (TYPE 4) PLATFORM"
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection","75W x 915L X 300H (TYPE 1A) PLATFORM 2"
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection","75W x 915L X 400H (TYPE 1A) PLATFORM"
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection",Standard
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection1","50W x 915L X 270H (TYPE 2A) CONCOUSRE"
"Air Terminals","AT_Supply Air_Linear Grille_Plenum_Circ Connection1","75W x 915L X 270H (TYPE 1A) PLATFORM"
"Air Terminals","AT_Supply Air_Perforated Panel_Plenum","1000 Perforated Panel"
"Air Terminals","AT_Supply Air_Perforated Panel_Plenum","2000 Perforated Panel"
"Air Terminals","AT_Supply Air_Perforated Panel_Plenum","3000 Perforated Panel"
"Air Terminals","AT_Supply Air_Placeholder_Circ Connection",Standard
"Air Terminals","AT_Supply Air_Placeholder_Oval Connection",Standard
"Air Terminals","AT_Supply Air_Placeholder_Rect Connection",Standard
"Air Terminals","AT_Supply Air_Rect Bell Mouth_Flat Top and Bottom_Rect Connection",Standard
"Air Terminals","AT_Supply Air_Rect Bell Mouth_Rect Connection",Standard
"Air Terminals","AT_Supply Air_Rect Bell Mouth_Rect Connection_custom",Standard
"Air Terminals","AT_Supply Air_Rect Bell Mouth_Round Connection",Standard
"Air Terminals","AT_Supply Air_Rect Floor Grile","600L x 600W x 150H mm"
"Air Terminals","AT_Supply Air_Rect Floor Grile_Plenum","600L x 600W x 150H mm"
"Air Terminals","AT_Supply Air_Wall Grille_Plenum Rect_Round Connection",Standard
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","100Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","150Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","200Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","250Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","300Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","350Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","400Dia x 400H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","450Dia x 400H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","500Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","550Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","600Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","650Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","100Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","150Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","200Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","250Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","300Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","350Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","400Dia x 400H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","450Dia x 400H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","500Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","550Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","600Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","650Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","100Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","150Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","200Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","250Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","300Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","350Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","400Dia x 400H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","450Dia x 400H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","500Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","550Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","600Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","650Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","100Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","150Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","200Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","250Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","300Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","350Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","400Dia x 400H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","450Dia x 400H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","500Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","550Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","600Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","650Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","Supply Laminar Flow Diffuser"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","100Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","150Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","200Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","250Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","300Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","350Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","400Dia x 400H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","450Dia x 400H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","500Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","550Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","600Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","650Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","100Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","150Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","200Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","250Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","300Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","350Dia x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","400Dia x 400H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","450Dia x 400H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","500Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","550Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","600Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","650Dia x 450H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect _Rect Connection_Top","1250L x 245W"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect _Rect Connection_Top","300L x 300W (TYPE 3)"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect _Rect Connection_Top","600L x 600W (TYPE 3)"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Side","300L x 300W x 200H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Side","300L x 300W x 200H mm (TYPE 3A)"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Side","450L x 450W x 200H mm (TYPE 3B)"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Side","600L x 600W x 500H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Side","600L x 600W x 500H mm (TYPE 3C)"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Side1","300L x 300W x 200H mm (TYPE 3A)"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Side1","450L x 450W x 200H mm (TYPE 3B)"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Side1","600L x 600W x 500H mm (TYPE 3C)"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top","300L x 300W x 200H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top","300L x 300W x 200H mm (TYPE 3A)"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top","300L x 300W x 344H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top","600L x 600W x 500H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top","600L x 600W x 500H mm (TYPE 3C)"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top1","300L x 300W x 500H mm (TYPE 3C)"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top1","600L x 600W x 500H mm (TYPE 3C)"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top1","850L x 850W x 500H mm (TYPE **)"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Side","300L x 300W x 200H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Side","300L x 300W x 344H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Side","300L x 300W x 400H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Side","300L x 300W x 700H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Side","600L x 600W x 500H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","250L x 250W x 200H mm (TYPE 3)"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","300L x 300W ( No Plenum )"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","300L x 300W x 200H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","300L x 300W x 200H mm (TYPE 3)"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","300L x 300W x 300H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","300L x 300W x 344H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","350L x 350W x 200H mm (TYPE 3)"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","600L x 600W x 500H mm"
"Air Terminals","AT_Supply Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","600L x 600W x 500H mm (TYPE 3)"
"Air Terminals","AT_Transfer Grille",TG-01
"Air Terminals","Door Transfer Grille","Door Transfer Grille"
"Air Terminals","Extract Diffuser - Circular disc valve - Round Neck - Ceiling Mounted","160 face 100mm neck"
"Air Terminals","Extract Diffuser - Circular disc valve - Round Neck - Ceiling Mounted","160mm Face 125mm neck"
"Air Terminals","Louvre - Extruded",Standard
"Air Terminals","Louvre - Extruded - 200 mm Pitch","10m x 2m"
"Air Terminals","Louvre - Extruded - 200 mm Pitch","1m x 1m"
"Air Terminals","Louvre - Extruded - 200 mm Pitch","20m x 2m"
"Air Terminals","Louvre - Extruded - 200 mm Pitch","4m x 2m"
"Air Terminals","Louvre - Extruded - 200 mm Pitch","8m x 2m"
"Air Terminals","Louvre - Extruded - 200 mm Pitch",Standard
"Air Terminals","Louvre - Extruded1",Standard
"Air Terminals","Louvre - Extruded_exhaust",Standard
"Air Terminals","Louvre - Extruded_fresh air",Standard
"Air Terminals","Reception Diff 1","Reception Diff 1"
"Air Terminals","Reception Diff Custom","Reception Diff Custom"
"Air Terminals",Reception_Diffuser_Active,Reception_Diffuser_Active
"Air Terminals","Return Diffuser with Plenum - Linear Slot - Hosted","800mmx200mm-100 In Inlet  4-Slot"
"Air Terminals","RM_Louver - Exhaust",Standard
"Air Terminals","RM_Louver - Intake",Standard
"Air Terminals","RM_Louver - Sand Removal - Exhaust",Standard
"Air Terminals","RM_Louver - Sand Removal - Intake",Standard
"Air Terminals","Round Blank End - Air Terminal",Standard
"Air Terminals","single supply diffuser with plenum - Reception - custom","single supply diffuser with plenum - Reception - custom"
